0.00773063	-0.090613468	0.007123071	0.021618519	-0.000332973
0.005796113	0.235024739	0.006848162	0.007677903	-0.002511781
-0.011525424	0.017496138	-0.006021074	0.006876045	0.006081773
0.009430727	-0.177669468	0.000841326	0.011627907	-0.000212201
-0.001868524	-0.098418027	-0.00582829	0.00711549	0.000348301
-0.004594963	-0.041075487	0.005580609	-0.008695652	0.002306692
-0.013506582	0.635138197	-0.014070295	-0.018274854	-0.012576193
0.000693241	0.459505854	0.0040937	0.004281459	0.010817942
0.030308278	0.161766288	0.012174405	0.019277108	0.005166188
-0.008404774	-0.38416432	-0.020027972	-0.043462448	-0.001347126
-0.014917783	-0.028903265	0.006336701	-0.006273764	-0.00389514
0.001032525	-0.071476769	-0.017472203	-0.008035202	0.002773699
-0.009970775	-0.208319291	0.002771363	0.00096432	0.0005749
-0.019447821	0.694797662	-0.016870106	-0.022736031	-0.008889563
-0.024437755	0.033068325	-0.018213763	-0.027405363	-0.020875491
0	-0.116817543	-0.017597232	-0.010541253	-0.004876305
0.011798875	-0.245674799	0.009472342	0.016185208	0.006140686
-0.003767492	0.410242259	-0.014135338	-0.030645161	-0.010209205
0.008463893	-0.330224906	0.011836486	0.004575707	0.01126705
-0.011428571	0.066922202	-0.010371442	-0.018012422	-0.006465313
-0.018966763	0.569744555	-0.026200341	-0.022981236	-0.022831947
0.011784202	-0.272861663	0.012138656	0.009495037	0.007641125
0.004731574	-0.06143435	-0.008283877	0.005985464	-0.002028259
0.023003079	0.072905219	0.008290737	0.025286868	0.012439771
0.002478754	0.198078036	0.001112828	0.022590674	0.013301906
0.002119392	-0.412439958	-0.005743222	-0.000405351	0.001569265
0.012160733	0.277698798	0.021055901	0.006893755	0.011062094
0.001567125	-0.285350581	-0.005413955	0.006041079	-0.000269268
0.008866481	0.234953826	0.003425076	-0.002001601	0.005810055
0.002067896	-0.20595819	-0.002072413	-0.006819093	0.00480919
0.005846948	0.136941597	0.00568043	-0.002827141	0.001158471
-0.021029236	0.2464743	-0.00844215	-0.024098825	-0.006524479
0.005588543	-0.333062856	0.007595247	-0.001245072	0.006031442
0.000521014	0.34717872	0	0.002701018	-0.001918708
0.007290401	-0.034515706	0.012401216	0.014919188	0.006186521
-0.017232466	0.110101538	-0.018373964	-0.011841568	-0.001347687
-0.004909697	0.315541043	-0.00415953	-0.001652893	2.16788E-05
-0.001057269	-0.31211788	0.015847666	0.007657285	0.00494808
0.002293173	0.142119259	0.006469948	-0.001232286	0.002782736
-0.010735656	0.029841242	-0.010273355	-0.020974707	-0.007378526
0.01867995	-0.103395998	0.024219983	0.025624869	0.015267672
0.015717779	0.034231196	0.018787412	0.012082736	-5.33644E-05
0.012723521	0.093897884	0.004072135	0.00586807	0.001718424
0.008488964	-0.041941541	0.009617613	-0.001810501	0.000538084
-0.003367003	-0.088624362	-0.004303914	-0.001007658	-0.000463249
-0.017060811	0.145661466	-0.020863351	-0.022997781	-0.005082118
-0.004639973	-0.077142754	-0.001000647	-0.009291761	0.0003052
-0.008632597	-0.041517468	-0.017794014	-0.013547311	-0.011701103
-0.010797631	0.08395247	-0.00809838	-0.009507712	-0.002821799
0.013732394	-0.270803809	0.009011188	0.018131399	0.009613661
0.008336228	-0.076121636	0.007492208	0.008589985	0.007219595
0.004133655	0.708568085	0.000535427	0.016618197	-0.00613166
0.031046312	0.572747999	0.006183851	0.026154475	0.00604051
0.00099817	0.041957561	-0.01341449	-0.002787734	-0.002932677
0.01495762	-0.265746443	-0.007367475	-0.000599042	-0.004864668
-0.002292451	-0.068072869	-0.014904658	0.004995005	0.004403911
-0.016904645	-0.054389872	-0.009310873	-0.0027833	-0.007000354
0.00033389	0.082980666	0.003462561	-0.054027113	-0.001900073
0.00200267	-0.402875351	6.16181E-05	-0.004214963	0.004640246
0.011159227	0.034533887	0.009550216	0.007407407	0.007924118
-0.00065887	-0.0414092	0.012633506	0.004201681	0.00703932
-0.003131696	-0.039375028	0.008136451	0.009205021	0.002853324
0.00297619	-0.14894307	-0.007054463	-0.011608624	-0.001126448
-0.014012529	0.422776777	-0.017159371	-0.011954698	-0.01253726
-0.013542886	0.101301363	-0.028669444	-0.011887073	-0.010750151
-0.002542373	-0.092541668	-0.012613522	0.001074114	0.003750596
0.007136788	-0.09719207	0.010219724	0.012017167	0.010918162
-0.031550531	0.958212401	-0.01378351	-0.019720102	-0.020884744
-0.036585366	0.576145207	-0.020900115	-0.011897037	-0.009486765
-0.006148282	-0.34216821	0.01322682	0.043563923	0.008217262
-0.002911208	-0.141165847	0.001163242	0.013425635	0.00675731
0.008394161	0.013371958	0.014846372	-0.002690954	0.010488448
-0.000723851	-0.336219102	0.001399313	0.00083022	0.001363898
-0.003440782	-0.310264298	0.002286585	-0.007880547	0.003775103
0.014174087	0.313329846	0.016856781	0.003762542	0.004092121
